CUST_ID,REGISTRATION_ID,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,INCOME,MEMBERS_IN_HOUSEHOLD,PRODUCT_BROWSED_TOTAL,PRODUCT_BROWSED_AVERAGE,PRODUCT_PURCHASED_TOTAL,PRODUCT_PURCHASED_AVERAGE,ITEMS_PLACED_IN_CART_TOTAL,ITEMS_PLACED_IN_CART_AVERAGE,ONSITE_SEARCHES_TOTAL,ONSITE_SEARCHES_AVERAGE,PAGE_VIEWS_TOTAL,PAGE_VIEWS_AVERAGE,AMOUNT_BROWSED_TOTAL,AMOUNT_BROWSED_AVERAGE,AMOUNT_CARTED_TOTAL,AMOUNT_CARTED_AVERAGE,AMOUNT_PURCHASED_TOTAL,AMOUNT_PURCHASED_AVERAGE,AMOUNT_ABANDONED_TOTAL,AMOUNT_ABANDONED_AVERAGE,NUMBER_OF_ACTIVITIES_TOTAL,NUMBER_OF_ACTIVITIES_AVERAGE,NUMBER_OF_SESSIONS,COOKIE_ID,PCI_BUYER_CATEGORY,PCI_LTV,PCI_DEMOGRAPHIC_CLUSTER,PCI_ONLINE_BEHAVIOR_CLUSTER,PCI_BUYING_BEHAVIOR_CLUSTER,,,PCI_PRODUCT_PURCHASE_AFFINITY,PCI_PRODUCT_BROWSE_AFFINITY,PCI_NEXT_BEST_OFFER1,PCI_NEXT_BEST_OFFER2,PCI_NEXT_BEST_OFFER3,PCI_TOP_PRODUCT1,PCI_TOP_PRODUCT2,PCI_TOP_PRODUCT3
66,OWEN.WEBB,29,F,S,Accountant,College,39997,1,3,0.428571,0,0,0,0,2,0.285714,31,4.428571,1827,261,0,0,0,0,0,0,54,7.714286,7,6.51E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
67,RICH.ALBA,38,M,M,Not employed,College,74139,4,3,0.333333,0,0,1,0.111111,0,0,33,3.666667,2017,224.111111,499,55.444444,0,0,499,55.444444,62,6.888889,9,6.51E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
68,RICH.BODZ,41,F,M,Financial analyst,Post College,59587,4,2,1,0,0,0,0,1,0.5,10,5,1143,571.5,0,0,0,0,0,0,25,12.5,2,9.29E+21,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
69,RICH.MOSS,32,F,S,Engineer,College,41230,1,16,1.230769,0,0,1,0.076923,3,0.230769,80,6.153846,10759,827.615385,714,54.923077,0,0,714,54.923077,157,12.076923,13,4.77E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
70,RICH.PITT,35,F,M,Professor,College,65499,4,8,0.8,0,0,0,0,3,0.3,36,3.6,5552,555.2,0,0,0,0,0,0,76,7.6,10,4.43E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
71,ROSS.BIRD,26,F,S,Financial analyst,Post College,31928,1,21,0.84,0,0,4,0.16,4,0.16,134,5.36,11491,459.64,1726,69.04,0,0,1726,69.04,291,11.64,25,4.43E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,VISITOR,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
72,ROSS.BODZ,27,F,U,Financial analyst,College,31749,3,7,0.7,0,0,0,0,4,0.4,41,4.1,2460,246,0,0,0,0,0,0,84,8.4,10,4.43E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
73,ROSS.MONK,27,F,U,Engineer,College,34892,2,6,0.857143,0,0,0,0,0,0,32,4.571429,3084,440.571429,0,0,0,0,0,0,64,9.142857,7,4.43E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
74,ROSS.MOSS,31,M,S,Self Employed,College,57868,1,10,0.769231,0,0,2,0.153846,5,0.384615,59,4.538462,4480,344.615385,1278,98.307692,0,0,1278,98.307692,114,8.769231,13,4.90E+22,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
75,ROSS.PITT,28,M,S,Unemployed,High School,25103,1,11,0.733333,0,0,1,0.066667,5,0.333333,77,5.133333,5259,350.6,899,59.933333,0,0,899,59.933333,162,10.8,15,4.90E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
76,ROSS.TOWB,33,M,S,Lawyer,College,30842,1,12,0.6,0,0,1,0.05,7,0.35,95,4.75,6718,335.9,1299,64.95,0,0,1299,64.95,193,9.65,20,4.90E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
77,ROSS.WEBB,48,M,M,Engineer,Post College,59972,3,0,0,2,0.4,2,0.4,0,0,25,5,0,0,1088,217.6,1088,217.6,1088,217.6,52,10.4,5,4.90E+22,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
78,TOM.BRINK,25,F,S,Pharmacist,College,56632,1,7,1,0,0,2,0.285714,2,0.285714,45,6.428571,2763,394.714286,898,128.285714,0,0,898,128.285714,104,14.857143,7,9.78E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
79,ALAN.BAUER,58,F,M,Pharmacist,College,48076,3,1,0.333333,0,0,0,0,1,0.333333,9,3,449,149.666667,0,0,0,0,0,0,19,6.333333,3,4.61E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
80,BILL.HOUSE,45,F,S,Doctor,College,67743,1,17,1.214286,0,0,3,0.214286,0,0,82,5.857143,6983,498.785714,1147,81.928571,0,0,1147,81.928571,171,12.214286,14,4.61E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
81,BILLY.BIRD,50,M,M,Engineer,College,67507,3,16,1,0,0,4,0.25,2,0.125,101,6.3125,9389,586.8125,2796,174.75,0,0,2796,174.75,210,13.125,16,4.61E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
82,BILLY.BODZ,25,F,U,Professor,Post College,44517,3,13,0.866667,0,0,2,0.133333,4,0.266667,88,5.866667,5634,375.6,435,29,0,0,435,29,179,11.933333,15,4.61E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
83,BILLY.MONK,41,F,M,Private Sector,High School,24798,3,9,1,0,0,1,0.111111,0,0,45,5,3391,376.777778,429,47.666667,0,0,429,47.666667,90,10,9,4.61E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
84,BILLY.MOSS,45,F,S,Self Employed,Post College,77606,1,32,0.969697,0,0,8,0.242424,10,0.30303,191,5.787879,18802,569.757576,4472,135.515152,0,0,4472,135.515152,400,12.121212,33,6.72E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
85,BILLY.PITT,31,M,S,Self Employed,Post College,72902,1,22,0.709677,0,0,6,0.193548,6,0.193548,189,6.096774,14508,468,4444,143.354839,0,0,4444,143.354839,395,12.741935,31,2.52E+21,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
86,BILLY.TOWB,27,M,S,Scientist,College,19092,1,12,0.571429,0,0,1,0.047619,3,0.142857,84,4,4718,224.666667,599,28.52381,0,0,599,28.52381,164,7.809524,21,2.52E+21,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
87,BILLY.WEBB,47,F,S,Financial analyst,College,64477,1,27,0.964286,0,0,1,0.035714,4,0.142857,142,5.071429,10943,390.821429,229,8.178571,0,0,229,8.178571,285,10.178571,28,2.52E+21,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
88,BOB.CORTEZ,40,M,M,Doctor,College,74158,4,37,2.466667,0,0,7,0.466667,19,1.266667,366,24.4,20412,1360.8,5693,379.533333,0,0,5693,379.533333,696,46.4,15,4.08E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
89,CHRIS.BIRD,26,F,U,Financial analyst,College,40420,2,20,0.833333,0,0,4,0.166667,6,0.25,136,5.666667,9310,387.916667,1696,70.666667,0,0,1696,70.666667,281,11.708333,24,4.08E+22,Product Viewer,HIGH VALUE,MARRIED WOMEN,VISITOR,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
90,CHRIS.BODZ,27,M,U,Self Employed,College,35301,2,10,0.714286,0,0,0,0,4,0.285714,70,5,3700,264.285714,0,0,0,0,0,0,147,10.5,14,4.08E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
91,CHRIS.MONK,28,M,S,Accountant,College,40603,1,8,0.533333,0,0,0,0,5,0.333333,72,4.8,3572,238.133333,0,0,0,0,0,0,142,9.466667,15,4.08E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
92,CHRIS.MOSS,32,M,S,Not employed,High School,31357,1,28,1.076923,0,0,2,0.076923,9,0.346154,136,5.230769,12442,478.538462,698,26.846154,0,0,698,26.846154,281,10.807692,26,1.57E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
93,CHRIS.PITT,43,F,S,Not employed,College,68534,1,13,0.684211,0,0,3,0.157895,2,0.105263,95,5,5482,288.526316,1957,103,0,0,1957,103,193,10.157895,19,1.57E+22,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,VISITOR,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
94,CHRIS.TOWB,43,F,S,Self Employed,High School,34339,1,9,0.6,0,0,1,0.066667,2,0.133333,68,4.533333,4320,288,639,42.6,0,0,639,42.6,133,8.866667,15,1.57E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
95,CHRIS.WEBB,48,F,M,Lawyer,College,38036,6,9,0.9,0,0,0,0,3,0.3,56,5.6,4480,448,0,0,0,0,0,0,119,11.9,10,1.57E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
96,CRAIG.BIRD,31,M,S,Private Sector,High School,30443,1,17,1.0625,0,0,7,0.4375,4,0.25,119,7.4375,8372,523.25,3353,209.5625,0,0,3353,209.5625,250,15.625,16,1.57E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
97,CRAIG.BODZ,29,M,U,Professor,College,35825,2,21,1.105263,0,0,6,0.315789,5,0.263158,125,6.578947,10459,550.473684,2904,152.842105,0,0,2904,152.842105,258,13.578947,19,3.09E+22,Product Viewer,HIGH VALUE,MARRIED MEN,VISITOR,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
98,CRAIG.MONK,28,F,S,Not employed,Post College,55999,1,18,0.818182,0,0,3,0.136364,7,0.318182,133,6.045455,8691,395.045455,2237,101.681818,0,0,2237,101.681818,272,12.363636,22,7.02E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
99,CRAIG.MOSS,25,F,U,Engineer,Post College,41867,2,39,1.083333,0,0,13,0.361111,6,0.166667,243,6.75,20198,561.055556,5867,162.972222,0,0,5867,162.972222,514,14.277778,36,6.58E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
100,CRAIG.PITT,30,F,U,Self Employed,College,26590,2,9,0.473684,0,0,0,0,4,0.210526,44,2.315789,5931,312.157895,0,0,0,0,0,0,85,4.473684,19,4.93E+22,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
101,CRAIG.TOWB,29,F,U,Private Sector,High School,15111,3,23,0.766667,0,0,4,0.133333,4,0.133333,134,4.466667,9347,311.566667,1446,48.2,0,0,1446,48.2,281,9.366667,30,1.37E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
102,CRAIG.WEBB,33,M,S,Financial analyst,Post College,85587,1,23,0.638889,0,0,2,0.055556,19,0.527778,153,4.25,11957,332.138889,358,9.944444,0,0,358,9.944444,313,8.694444,36,1.37E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,VISITOR,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
103,EMMA.BAUER,28,F,U,Lawyer,College,58341,2,5,0.625,0,0,0,0,4,0.5,31,3.875,4005,500.625,0,0,0,0,0,0,62,7.75,8,7.87E+22,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
104,EMMA.READY,43,M,M,Financial analyst,Post College,91781,4,8,0.666667,0,0,0,0,2,0.166667,57,4.75,5392,449.333333,0,0,0,0,0,0,109,9.083333,12,7.87E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
105,GREG.BAUER,45,F,M,Self Employed,College,72464,3,5,0.454545,0,0,0,0,2,0.181818,44,4,1392,126.545455,0,0,0,0,0,0,91,8.272727,11,7.87E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
106,GREG.BRINK,45,F,M,Professor,College,81641,3,10,0.526316,0,0,1,0.052632,2,0.105263,91,4.789474,3390,178.421053,299,15.736842,0,0,299,15.736842,173,9.105263,19,1.14E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
107,GREG.HOUSE,51,F,M,Financial analyst,Post College,83056,5,7,0.777778,3,0.333333,3,0.333333,2,0.222222,55,6.111111,2695,299.444444,1537,170.777778,1537,170.777778,1537,170.777778,101,11.222222,9,3.02E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
108,GREG.KODJO,35,F,M,Engineer,College,35010,5,4,0.666667,0,0,0,0,0,0,21,3.5,2596,432.666667,0,0,0,0,0,0,45,7.5,6,3.02E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
109,GREG.READY,28,F,S,Not employed,College,58458,1,13,1.3,0,0,3,0.3,5,0.5,73,7.3,4487,448.7,677,67.7,0,0,677,67.7,163,16.3,10,3.02E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
110,JACOB.ALBA,31,F,U,Scientist,College,70714,3,4,0.571429,0,0,1,0.142857,2,0.285714,31,4.428571,3696,528,999,142.714286,0,0,999,142.714286,65,9.285714,7,3.02E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
111,JACOB.BIRD,28,F,S,Nursing,College,22103,1,15,1,0,0,3,0.2,4,0.266667,75,5,7575,505,1097,73.133333,0,0,1097,73.133333,166,11.066667,15,3.02E+22,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
112,JACOB.BODZ,33,F,U,Private Sector,High School,20609,3,7,0.777778,0,0,0,0,3,0.333333,31,3.444444,3613,401.444444,0,0,0,0,0,0,63,7,9,3.02E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
113,JACOB.DERN,31,M,U,Accountant,College,28414,3,15,0.652174,0,0,2,0.086957,4,0.173913,108,4.695652,9740,423.478261,1748,76,0,0,1748,76,232,10.086957,23,3.02E+22,Product Viewer,MEDIUM VALUE,MARRIED MEN,VISITOR,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
114,JACOB.MONK,30,F,U,Accountant,College,66166,3,31,0.939394,0,0,6,0.181818,9,0.272727,197,5.969697,17578,532.666667,3894,118,0,0,3894,118,420,12.727273,33,3.02E+22,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
115,JACOB.MOSS,32,M,M,Self Employed,College,58385,4,16,0.941176,0,0,1,0.058824,2,0.117647,76,4.470588,6324,372,599,35.235294,0,0,599,35.235294,171,10.058824,17,3.02E+22,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
116,JACOB.PITT,24,M,U,Professor,College,60265,3,15,0.882353,0,0,3,0.176471,6,0.352941,93,5.470588,9055,532.647059,1497,88.058824,0,0,1497,88.058824,193,11.352941,17,2.30E+22,Product Viewer,HIGH VALUE,MARRIED MEN,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
117,JACOB.TOWB,30,M,U,Not employed,High School,21642,3,8,0.666667,0,0,0,0,2,0.166667,57,4.75,5332,444.333333,0,0,0,0,0,0,109,9.083333,12,2.30E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
118,JACOB.WEBB,33,M,U,Self Employed,College,47274,3,3,0.214286,1,0.071429,1,0.071429,4,0.285714,45,3.214286,1027,73.357143,499,35.642857,499,35.642857,499,35.642857,84,6,14,2.30E+22,Buyer,MEDIUM VALUE,MARRIED MEN,REPEAT BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
119,JASON.POLO,33,M,S,Private Sector,High School,33192,1,7,0.875,0,0,0,0,2,0.25,47,5.875,4953,619.125,0,0,0,0,0,0,97,12.125,8,2.30E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
120,JOHN.BAUER,40,F,U,Engineer,Post College,58541,3,10,0.434783,0,0,0,0,5,0.217391,103,4.478261,3949,171.695652,0,0,0,0,0,0,200,8.695652,23,2.30E+22,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
121,JOHN.BRINK,34,M,S,Scientist,College,62308,1,5,0.833333,0,0,2,0.333333,2,0.333333,40,6.666667,2795,465.833333,998,166.333333,0,0,998,166.333333,87,14.5,6,2.49E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
122,JOHN.HOUSE,51,M,M,Self Employed,High School,37304,3,13,0.866667,0,0,2,0.133333,5,0.333333,85,5.666667,6877,458.466667,1338,89.2,0,0,1338,89.2,170,11.333333,15,2.49E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
123,JOHN.READY,42,M,M,Self Employed,College,68880,5,3,0.428571,0,0,0,0,2,0.285714,28,4,827,118.142857,0,0,0,0,0,0,65,9.285714,7,2.49E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
124,KEITH.ALBA,27,M,S,Scientist,Post College,76590,1,3,0.6,0,0,2,0.4,0,0,26,5.2,2407,481.4,1628,325.6,0,0,1628,325.6,56,11.2,5,2.49E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
125,KEITH.BIRD,47,F,M,Pharmacist,College,86807,3,18,0.72,0,0,1,0.04,0,0,121,4.84,8092,323.68,299,11.96,0,0,299,11.96,242,9.68,25,5.78E+21,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
126,KEITH.BODZ,31,M,U,Nursing,College,70025,3,46,1.4375,0,0,14,0.4375,6,0.1875,264,8.25,21323,666.34375,5217,163.03125,0,0,5217,163.03125,571,17.84375,32,5.78E+21,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
127,KEITH.MONK,29,M,S,Financial analyst,Post College,72247,1,16,0.592593,0,0,0,0,7,0.259259,143,5.296296,8874,328.666667,0,0,0,0,0,0,309,11.444444,27,5.78E+21,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
128,KEITH.MOSS,49,F,M,Not employed,High School,47065,4,20,0.869565,0,0,3,0.130435,2,0.086957,111,4.826087,8390,364.782609,1847,80.304348,0,0,1847,80.304348,238,10.347826,23,5.78E+21,Product Viewer,LOW VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
129,KEITH.PITT,27,M,U,Scientist,College,42256,2,20,1.111111,0,0,4,0.222222,4,0.222222,113,6.277778,9139,507.722222,1875,104.166667,0,0,1875,104.166667,232,12.888889,18,5.78E+21,Product Viewer,LOW VALUE,MARRIED MEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
130,KEITH.TOWB,29,F,S,Self Employed,College,64083,1,23,0.676471,0,0,5,0.147059,10,0.294118,168,4.941176,10847,319.029412,1825,53.676471,0,0,1825,53.676471,358,10.529412,34,5.78E+21,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
131,KEITH.WEBB,38,F,M,Accountant,College,66834,4,11,0.916667,0,0,1,0.083333,9,0.75,75,6.25,4281,356.75,299,24.916667,0,0,299,24.916667,159,13.25,12,5.78E+21,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
132,MARK.BRINK,29,M,U,Self Employed,High School,17413,3,50,4.545455,10,0.909091,12,1.090909,28,2.545455,435,39.545455,24218,2201.636364,5777,525.181818,4319,392.636364,5777,525.181818,809,73.545455,11,5.78E+21,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
